,Product,Product Page,Product Title,Product subtitle,Developer,Rating,Ranking,Availability,Size,Lang,Version,Category
1050,Yahoo Finance,https://itunes.apple.com/sa/app/yahoo-finance/id328412701?mt=8,"Yahoo Finance
          4+",Real-time quotes and news,Yahoo,4.7,"4.7, 314 Ratings",Free,101.2 MB,"English, French, German, Italian, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",Version 4.9.0,Finance
1051,Chase Mobile®,https://itunes.apple.com/sa/app/chase-mobile/id298867247?mt=8,"Chase Mobile®
          4+",NA,JPMorgan Chase & Co.,4.8,"4.8, 159 Ratings",Free,252.1 MB,"English, Spanish",Version 3.800,Finance
1052,ADSS OREX Trading App,https://itunes.apple.com/sa/app/adss-orex-trading-app/id1014337405?mt=8,"ADSS OREX Trading App
          4+",NA,ADS Securities,4.3,"4.3, 20 Ratings",Free,184.2 MB,"English, Arabic, Bulgarian, French, German, Italian, Simplified Chinese, Spanish, Traditional Chinese",Version 1.7.6,Finance
1053,Forex Trading Pro Guide,https://itunes.apple.com/sa/app/forex-trading-pro-guide/id1262354464?mt=8,"Forex Trading Pro Guide
          4+",NA,EffectiveCPM,NA,Free,Free,6.4 MB,English,NA,Finance
1054,PhonePe - India's Payments App,https://itunes.apple.com/sa/app/phonepe-indias-payments-app/id1170055821?mt=8,"PhonePe - India's Payments App
          4+","UPI, Recharge & Bill Payments",PHONEPE PRIVATE LIMITED,4.6,#43 in Finance,Free,153.8 MB,"English, Assamese, Bengali, Gujarati, Hindi, Kannada, Malayalam, Marathi, Oriya, Tamil, Telugu",Version 5.1.30,Finance
1055,Emirates NBD KSA,https://itunes.apple.com/sa/app/emirates-nbd-ksa/id868811134?mt=8,"Emirates NBD KSA
          4+",NA,Emirates NBD Bank P.J.S.C,4.2,#79 in Finance,Free,89 MB,"English, Arabic",Version 3.3.1,Finance
1056,Markets.com Online Trading App,https://itunes.apple.com/sa/app/markets-com-online-trading-app/id875786044?mt=8,"Markets.com Online Trading App
          4+",NA,TradeTech Markets LIMITED,3.9,"3.9, 20 Ratings",Free,80.9 MB,"English, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, French, German, Hungarian, Italian, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Slovenian, Spanish, Swedish",Version 70.93,Finance
1057,Splitwise,https://itunes.apple.com/sa/app/splitwise/id458023433?mt=8,"Splitwise
          4+",Split expenses with friends,"Splitwise, Inc.",4.6,#62 in Finance,Free,112.5 MB,"English, Dutch, French, German, Indonesian, Italian, Portuguese, Spanish",Version 4.6.9,Finance
1058,Invest & Trade CFD by iFOREX,https://itunes.apple.com/sa/app/invest-trade-cfd-by-iforex/id797390050?mt=8,"Invest & Trade CFD by iFOREX
          4+",Best Forex Market Investment,Formula Investment House Ltd.,4.4,"4.4, 13 Ratings",Free,16.5 MB,"English, Arabic, Chinese, Czech, Dutch, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Romanian, Russian, Spanish",Version 2.1.16,Finance
1059,Emirates NBD,https://itunes.apple.com/sa/app/emirates-nbd/id505092748?mt=8,"Emirates NBD
          4+",NA,Emirates NBD Bank P.J.S.C,4.7,#196 in Finance,Free,369.9 MB,"English, Arabic",Version 4.3.2,Finance
1060,مصاريفي - Budget Planner,https://itunes.apple.com/sa/app/%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81%D9%8A-budget-planner/id960001850?mt=8,"مصاريفي - Budget Planner
          4+",Budget are meant to be planned,ebrahim alnassar,4,#183 in Finance,Free,8.1 MB,"English, Arabic",Version 5.0,Finance
1061,iMobile by ICICI Bank,https://itunes.apple.com/sa/app/imobile-by-icici-bank/id375276006?mt=8,"iMobile by ICICI Bank
          4+",NA,ICICI Bank Ltd,4.3,#144 in Finance,Free,272.3 MB,English,Version 4.3,Finance
1062,Islamic Investor,https://itunes.apple.com/sa/app/islamic-investor/id466275460?mt=8,"Islamic Investor
          4+",NA,IdealRatings,5,"5.0, 3 Ratings",Free,34.8 MB,"English, Arabic",Version 3.0.1,Finance
1063,سداد,https://itunes.apple.com/sa/app/%D8%B3%D8%AF%D8%A7%D8%AF/id1358691900?mt=8,"سداد
          4+",سداد,Almadar Aljadid,1.6,#63 in Finance,Free,37.3 MB,"English, Arabic",Version 1.2,Finance
1064,Wallet - Daily Budget & Profit,https://itunes.apple.com/sa/app/wallet-daily-budget-profit/id1032467659?mt=8,"Wallet - Daily Budget & Profit
          4+",Personal Expense Tracker,BudgetBakers s.r.o.,4.4,#126 in Finance,Free,120.7 MB,"English, Afrikaans, Albanian, Arabic, Azerbaijani, Belarusian, Bosnian, Bulgarian, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Filipino, Finnish, French, Galician, German, Greek, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Irish, Italian, Japanese, Korean, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Mongolian, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Vietnamese",Version 2.8.13,Finance
1065,مصاريف - الحاسبة ل حساب مصاريفك,https://itunes.apple.com/sa/app/%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81-%D8%A7%D9%84%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84-%D8%AD%D8%B3%D8%A7%D8%A8-%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81%D9%83/id1249537911?mt=8,"مصاريف - الحاسبة ل حساب مصاريفك
          4+",مدير مالي لادارة مصاريفك,Nazeeh Ammari,4.5,#83 in Finance,Free,17.5 MB,"English, Arabic",NA,Finance
1066,Spending Tracker,https://itunes.apple.com/sa/app/spending-tracker/id548615579?mt=8,"Spending Tracker
          4+",Take Control Of Your Money,MH Riley Ltd,4.7,#178 in Finance,Free,47.2 MB,"English, Russian",Version 2.8.1,Finance
1067,HomeBudget Lite (w/ Sync),https://itunes.apple.com/sa/app/homebudget-lite-w-sync/id307620907?mt=8,"HomeBudget Lite (w/ Sync)
          4+",NA,"Anishu, Inc.",2.3,"2.3, 4 Ratings",Free,23.7 MB,"English, French, German, Italian, Japanese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Version 3.4.1,Finance
1068,iSpending - Expense Tracker,https://itunes.apple.com/sa/app/ispending-expense-tracker/id484100875?mt=8,"iSpending - Expense Tracker
          4+",NA,Hana Mobile,4.1,"4.1, 15 Ratings",Free,14.3 MB,"English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Version 1.0.14,Finance
1069,Pocket Expense 6,https://itunes.apple.com/sa/app/pocket-expense-6/id424575621?mt=8,"Pocket Expense 6
          4+",Personal Finance Assistant,Appxy,4.7,"4.7, 84 Ratings",Free,176.2 MB,"English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",Version 6.2.6,Finance
1070,CEX.IO Bitcoin Exchange,https://itunes.apple.com/sa/app/cex-io-bitcoin-exchange/id1047225016?mt=8,"CEX.IO Bitcoin Exchange
          4+",NA,CEX.IO LTD,4.6,"4.6, 126 Ratings",Free,178.8 MB,English,Version 5.2.2,Finance
1071,الدولار اليوم في مصر بكام,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1-%D8%A8%D9%83%D8%A7%D9%85/id1182750362?mt=8,"الدولار اليوم في مصر بكام
          4+",NA,ARAPPDEV,4.8,#140 in Finance,Free,16.4 MB,English,Version 1.5,Finance
1072,WIREX: Crypto & fiat accounts,https://itunes.apple.com/sa/app/wirex-crypto-fiat-accounts/id1090004654?mt=8,"WIREX: Crypto & fiat accounts
          4+","Exchange, transfer & Visa card",Wirex Limited,3.9,#115 in Finance,Free,67.9 MB,"English, Chinese, French, German, Italian, Korean, Spanish",Version 3.2,Finance
1073,KSA Coins and Banknotes Lite,https://itunes.apple.com/sa/app/ksa-coins-and-banknotes-lite/id484044946?mt=8,"KSA Coins and Banknotes Lite
          4+",NA,Kalamanteena Letechniat Al-Ma'Loumat LTD. CO.,3.6,"3.6, 5 Ratings",Free,11 MB,English,Version 1.1,Finance
1074,Blockchain Wallet: Bitcoin,https://itunes.apple.com/sa/app/blockchain-wallet-bitcoin/id493253309?mt=8,"Blockchain Wallet: Bitcoin
          4+","Ethereum, Bitcoin Cash & more",Blockchain,4.8,#110 in Finance,Free,114.5 MB,"English, Arabic, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Version 2.11.2,Finance
1075,NetDania Stock & Forex Trader,https://itunes.apple.com/sa/app/netdania-stock-forex-trader/id446371774?mt=8,"NetDania Stock & Forex Trader
          4+",Your Trading Assistant,NetDania SRL,4.7,"4.7, 680 Ratings",Free,93.2 MB,"English, Danish, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Turkish, Vietnamese",Version 4.5.5,Finance
1076,احسب زكاتك,https://itunes.apple.com/sa/app/%D8%A7%D8%AD%D8%B3%D8%A8-%D8%B2%D9%83%D8%A7%D8%AA%D9%83/id612341146?mt=8,"احسب زكاتك
          4+",NA,Mohammed Mohaisen,5,"5.0, 2 Ratings",Free,15.6 MB,English,Version 1.2,Finance
1077,Kuveyt Türk,https://itunes.apple.com/sa/app/kuveyt-t%C3%BCrk/id840914223?mt=8,"Kuveyt Türk
          4+",NA,Kuveyt Turk Katilim Bankasi A.S.,4.5,#48 in Finance,Free,169.6 MB,"English, Arabic, Turkish",Version 5.0.2,Finance
1078,TheFirstGroup,https://itunes.apple.com/sa/app/thefirstgroup/id939634672?mt=8,"TheFirstGroup
          9+",NA,The First Group,4.5,"4.5, 4 Ratings",Free,116.4 MB,English,Version 7.9,Finance
1079,Tridder,https://itunes.apple.com/sa/app/tridder/id1241370608?mt=8,"Tridder
          4+",تداول الاسهم السعودي,TRIDDERNET LIMITED,3.6,"3.6, 18 Ratings",Free,73.3 MB,"English, Arabic",Version 1.16,Finance
1080,HSBC Mobile Banking,https://itunes.apple.com/sa/app/hsbc-mobile-banking/id565993818?mt=8,"HSBC Mobile Banking
          4+",NA,HSBC Technology & Services USA,3.4,"3.4, 9 Ratings",Free,118.8 MB,"English, Arabic, Armenian, Chinese (Hong Kong), French, Greek, Indonesian, Simplified Chinese, Spanish, Traditional Chinese, Vietnamese",Version 1.5.25,Finance
1081,Axis Bank Mobile Banking,https://itunes.apple.com/sa/app/axis-bank-mobile-banking/id699582556?mt=8,"Axis Bank Mobile Banking
          4+",NA,Axis Bank Ltd,4.6,#143 in Finance,Free,102.3 MB,English,Version 5.7,Finance
1082,UFX Trading,https://itunes.apple.com/sa/app/ufx-trading/id1245090267?mt=8,"UFX Trading
          4+",NA,UFX Holdings Limited,2.1,#101 in Finance,Free,89.7 MB,"English, Arabic, French, Russian",Version 4.4,Finance
1083,SAHL App for HR Services,https://itunes.apple.com/sa/app/sahl-app-for-hr-services/id1446726700?mt=8,"SAHL App for HR Services
          4+",NA,Al Rajhi Banking and Investment Corporation,4.6,#54 in Finance,Free,60.5 MB,"English, Arabic",Version 1.1.4,Finance
1084,Wells Fargo Mobile,https://itunes.apple.com/sa/app/wells-fargo-mobile/id311548709?mt=8,"Wells Fargo Mobile
          4+",NA,Wells Fargo,4.8,"4.8, 211 Ratings",Free,142.4 MB,"English, Spanish",Version 3.209,Finance
1085,Best Forex,https://itunes.apple.com/sa/app/best-forex/id360559857?mt=8,"Best Forex
          4+",NA,Techphone Ltd,3,"3.0, 1 Rating",Free,6.1 MB,English,Version 1.24,Finance
1086,Discover Mobile,https://itunes.apple.com/sa/app/discover-mobile/id338010821?mt=8,"Discover Mobile
          4+",Banking and Finance,Discover Financial Services,4.8,"4.8, 30 Ratings",Free,111.9 MB,English,Version 10.4,Finance
1087,ExpertOption Broker,https://itunes.apple.com/sa/app/expertoption-broker/id1313824494?mt=8,"ExpertOption Broker
          17+",Fast online trading,EOServices,4.1,#75 in Finance,Free,83.2 MB,"English, Afrikaans, Arabic, Czech, Filipino, German, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Urdu, Vietnamese",Version 39.4.1,Finance
1088,Bitcoin Wallet By Bitcoin.com,https://itunes.apple.com/sa/app/bitcoin-wallet-by-bitcoin-com/id1252903728?mt=8,"Bitcoin Wallet By Bitcoin.com
          4+",NA,Bitcoin.com,5,#157 in Finance,Free,46.3 MB,English,Version 5.6.4,Finance
1089,Coinbase – Buy & sell Bitcoin,https://itunes.apple.com/sa/app/coinbase-buy-sell-bitcoin/id886427730?mt=8,"Coinbase – Buy & sell Bitcoin
          4+",Secure cryptocurrency wallet.,"Coinbase, Inc.",4.6,#168 in Finance,Free,90.5 MB,"English, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",Version 5.6.1,Finance
1090,Al Rajhi Bank Kuwait,https://itunes.apple.com/sa/app/al-rajhi-bank-kuwait/id1021967055?mt=8,"Al Rajhi Bank Kuwait
          4+",NA,Al Rajhi Banking and Investment Corporation,3.7,#112 in Finance,Free,9.2 MB,English,Version 1.5,Finance
1091,iProtect lite,https://itunes.apple.com/sa/app/iprotect-lite/id312568308?mt=8,"iProtect lite
          4+",NA,Petr Simcak,5,"5.0, 1 Rating",Free,2.3 MB,"English, Czech",Version 2.0,Finance
1092,HBL Mobile,https://itunes.apple.com/sa/app/hbl-mobile/id1123585628?mt=8,"HBL Mobile
          4+",NA,HABIB BANK LIMITED,4.2,#113 in Finance,Free,71.7 MB,"English, Arabic, Urdu",Version 3.62,Finance
1093,BPI Mobile,https://itunes.apple.com/sa/app/bpi-mobile/id1351734142?mt=8,"BPI Mobile
          4+",NA,Bank of the Philippine Islands,3.1,#88 in Finance,Free,132.8 MB,English,Version 3.0.1,Finance
1094,CIB Mobile Banking (Egypt),https://itunes.apple.com/sa/app/cib-mobile-banking-egypt/id1171115539?mt=8,"CIB Mobile Banking (Egypt)
          4+",NA,Commercial International Bank (Egypt) S.A.E,2,#100 in Finance,Free,15.6 MB,English,Version 2.4.1675,Finance
1095,SFC Mobile,https://itunes.apple.com/sa/app/sfc-mobile/id674465058?mt=8,"SFC Mobile
          4+",NA,SAUDI FRANSI CAPITAL,2.4,"2.4, 9 Ratings",Free,28 MB,English,Version 1.4.0,Finance
1096,Aqari Mobile,https://itunes.apple.com/sa/app/aqari-mobile/id542321568?mt=8,"Aqari Mobile
          4+",NA,Access to Arabia,NA,Free,Free,11.7 MB,"English, Arabic",Version 4.8,Finance
1097,ادارة المصاريف,https://itunes.apple.com/sa/app/%D8%A7%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81/id605554898?mt=8,"ادارة المصاريف
          4+",NA,MBApps,2.6,"2.6, 5 Ratings",Free,5.5 MB,English,NA,Finance
1098,Housing Bank Mobile Banking,https://itunes.apple.com/sa/app/housing-bank-mobile-banking/id559730665?mt=8,"Housing Bank Mobile Banking
          4+",NA,The Housing Bank For Trade & Finance,4.3,"4.3, 9 Ratings",Free,22.5 MB,"English, Arabic",Version 4.5,Finance
1099,Data Manager - Monitor Data Usage,https://itunes.apple.com/sa/app/data-manager-monitor-data-usage/id726165806?mt=8,"Data Manager - Monitor Data Usage
          4+",NA,"Nutec Apps, LLC",5,"5.0, 1 Rating",Free,10.7 MB,"English, Spanish",Version 2.26,Finance
1100,Olymp Trade,https://itunes.apple.com/sa/app/olymp-trade/id1053416106?mt=8,"Olymp Trade
          4+",NA,SMARTEX INTERNATIONAL LTD.,3.4,#52 in Finance,Free,52.2 MB,"English, Arabic, Bengali, Filipino, Hindi, Indonesian, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Turkish, Urdu, Vietnamese",Version 5.0.2,Finance
1101,Arabi Mobile,https://itunes.apple.com/sa/app/arabi-mobile/id766458471?mt=8,"Arabi Mobile
          4+",NA,Arab Bank PLC,3,"3.0, 6 Ratings",Free,19.8 MB,English,Version 2.9.08,Finance
1102,نقود - برنامج ادارة صاريف و ميزانية شهرية,https://itunes.apple.com/sa/app/%D9%86%D9%82%D9%88%D8%AF-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D8%AF%D8%A7%D8%B1%D8%A9-%D8%B5%D8%A7%D8%B1%D9%8A%D9%81-%D9%88-%D9%85%D9%8A%D8%B2%D8%A7%D9%86%D9%8A%D8%A9-%D8%B4%D9%87%D8%B1%D9%8A%D8%A9/id1234088654?mt=8,"نقود - برنامج ادارة صاريف و ميزانية شهرية
          4+",NA,Romman Smart Applications LLC,4,#172 in Finance,Free,12.9 MB,"English, Arabic",NA,Finance
1103,ANBi Mobile تداول العربي,https://itunes.apple.com/sa/app/anbi-mobile-%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A/id1107527310?mt=8,"ANBi Mobile تداول العربي
          4+",NA,ANB Invest,4,"4.0, 20 Ratings",Free,28.2 MB,English,Version 2.7.4,Finance
1104,SBI Quick,https://itunes.apple.com/sa/app/sbi-quick/id1015862980?mt=8,"SBI Quick
          4+",NA,State Bank of India,3.5,"3.5, 2 Ratings",Free,26.1 MB,English,Version 4.0,Finance
1105,YONO SBI:Banking and Lifestyle,https://itunes.apple.com/sa/app/yono-sbi-banking-and-lifestyle/id1231393474?mt=8,"YONO SBI:Banking and Lifestyle
          4+","Bank,Invest,Shop,Travel",State Bank of India,3.1,#73 in Finance,Free,39.7 MB,English,Version 1.5.26,Finance
1106,KFH Online,https://itunes.apple.com/sa/app/kfh-online/id409153764?mt=8,"KFH Online
          4+",NA,Kuwait Finance House,4.5,"4.5, 11 Ratings",Free,185 MB,"English, Arabic",Version 5.5.0,Finance
1107,Alawwal INVEST Mob Trading App,https://itunes.apple.com/sa/app/alawwal-invest-mob-trading-app/id554082905?mt=8,"Alawwal INVEST Mob Trading App
          4+",NA,Alawwal Bank,3,"3.0, 6 Ratings",Free,31.1 MB,English,Version 2.3.1,Finance
1108,CommBank,https://itunes.apple.com/sa/app/commbank/id310251202?mt=8,"CommBank
          4+",NA,Commonwealth Bank of Australia,4.5,#145 in Finance,Free,192.4 MB,English,Version 3.41.0,Finance
1109,FedNet,https://itunes.apple.com/sa/app/fednet/id1229136128?mt=8,"FedNet
          4+",NA,Federal Bank,4.3,#96 in Finance,Free,22 MB,English,NA,Finance
1110,تداول الاسهم للمبتدئين,https://itunes.apple.com/sa/app/%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%A7%D9%84%D8%A7%D8%B3%D9%87%D9%85-%D9%84%D9%84%D9%85%D8%A8%D8%AA%D8%AF%D8%A6%D9%8A%D9%86/id1374840665?mt=8,"تداول الاسهم للمبتدئين
          4+",NA,Trading Academy International,1,#67 in Finance,Free,16.7 MB,English,Version 1.0.1,Finance
1111,مصاريفي برو - ادارة مصاريفك و تنظيم دخلك,https://itunes.apple.com/sa/app/%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81%D9%8A-%D8%A8%D8%B1%D9%88-%D8%A7%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81%D9%83-%D9%88-%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D8%AF%D8%AE%D9%84%D9%83/id1251688908?mt=8,"مصاريفي برو - ادارة مصاريفك و تنظيم دخلك
          4+",تطبيق ينظم مصاريفك ومدخولاتك,Faisal Ammari,3.6,#131 in Finance,Free,6.6 MB,English,NA,Finance
1112,Skrill,https://itunes.apple.com/sa/app/skrill/id718248239?mt=8,"Skrill
          4+","Fast, secure online payments",Skrill Ltd.,3.4,#177 in Finance,Free,124.9 MB,"English, Czech, French, German, Greek, Italian, Polish, Romanian, Russian, Simplified Chinese, Spanish, Turkish",Version 3.9.0,Finance
1113,SADAD Payment App,https://itunes.apple.com/sa/app/sadad-payment-app/id992451534?mt=8,"SADAD Payment App
          4+",NA,SADAD,3.7,"3.7, 6 Ratings",Free,82.3 MB,"English, Arabic",Version 3.2.0,Finance
1114,Alinma Finance - تمويل الإنماء,https://itunes.apple.com/sa/app/alinma-finance-%D8%AA%D9%85%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D8%A5%D9%86%D9%85%D8%A7%D8%A1/id1215589962?mt=8,"Alinma Finance - تمويل الإنماء
          4+",NA,Alinma Bank,5,#85 in Finance,Free,10.7 MB,English,Version 1.6,Finance
1115,Easypaisa,https://itunes.apple.com/sa/app/easypaisa/id1227725092?mt=8,"Easypaisa
          4+",NA,TELENOR MICROFINANCE BANK LTD,2.6,#53 in Finance,Free,53.1 MB,English,Version 3.0.0,Finance
1116,CASHU كاش يو,https://itunes.apple.com/sa/app/cashu-%D9%83%D8%A7%D8%B4-%D9%8A%D9%88/id1175906827?mt=8,"CASHU كاش يو
          4+",NA,CashU Inc.,3.9,#91 in Finance,Free,128.3 MB,"English, Arabic",Version 2.4.7,Finance
1117,سعر الدولار,https://itunes.apple.com/sa/app/%D8%B3%D8%B9%D8%B1-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A7%D8%B1/id1178902826?mt=8,"سعر الدولار
          4+",NA,aly hassan,5,"5.0, 1 Rating",Free,17.6 MB,English,Version 4.3,Finance
1118,NBE-PhoneCash,https://itunes.apple.com/sa/app/nbe-phonecash/id852214818?mt=8,"NBE-PhoneCash
          4+",NA,EME International S.A.E.,2.3,#105 in Finance,Free,38.5 MB,"English, Arabic",Version 1.0.97,Finance
1119,ZainCash - زين كاش,https://itunes.apple.com/sa/app/zaincash-%D8%B2%D9%8A%D9%86-%D9%83%D8%A7%D8%B4/id1176557130?mt=8,"ZainCash - زين كاش
          4+",NA,Iraq Wallet,4.5,#191 in Finance,Free,83.3 MB,"English, Arabic, Kurdish",Version 2.2.8,Finance
1120,BayanPay Wallet,https://itunes.apple.com/sa/app/bayanpay-wallet/id1439320816?mt=8,"BayanPay Wallet
          4+",NA,Bayan Payments Company Limited,3,#161 in Finance,Free,68.4 MB,"English, Arabic",Version 6.0.1,Finance
1121,"Coins– Load, Bills, Bitcoin",https://itunes.apple.com/sa/app/coins-load-bills-bitcoin/id972324049?mt=8,"Coins– Load, Bills, Bitcoin
          4+","Wallet,Send+Receive Funds",Coins Asia,4.8,"4.8, 370 Ratings",Free,137 MB,"English, Tajik, Thai",Version 2.5.6,Finance
